education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,major,country,depression_total_score,anxiety_total_score,stress_total_score
3,2,2,2,25,1,10,1,10,2,1,4,Masscomm,MY,29,27,29
3,3,2,2,16,1,10,5,10,2,3,2,psychology,ID,32,34,29
4,1,1,2,25,1,10,1,10,0,1,10,management,MY,28,27,26
3,3,2,2,22,1,10,1,10,2,1,6,Religions,MY,35,32,33
3,1,2,2,21,1,10,1,10,2,1,7,Linguistics,MY,14,15,16
4,3,2,2,27,1,10,1,10,2,2,4,Veterinarian,MY,19,21,23
3,3,2,2,19,2,10,1,10,2,1,5,Medical,MY,23,23,19
2,1,2,2,18,1,10,1,20,2,1,2,,EG,28,24,30
3,3,2,2,21,1,10,1,10,2,1,3,Computer Science,MY,26,27,28
3,3,2,2,22,1,10,1,10,2,1,5,Law,MY,48,45,48
3,4,2,2,24,1,10,1,70,1,1,4,pharmacy,TR,34,28,29
3,2,2,2,22,1,7,5,10,1,1,2,Chemistry,US,36,40,38
3,1,2,2,23,1,10,2,70,2,1,6,Manufacturing engineering,MY,25,26,29
3,2,2,2,24,1,10,1,10,2,3,3,Pharmacy,BN,16,14,14
2,2,3,1,27,1,12,5,60,1,1,2,,AU,48,46,49
3,3,2,2,21,1,10,1,70,2,1,5,Electrical engineering,MY,49,41,45
3,2,2,2,25,1,10,5,10,2,1,6,Electrical Engineering,MY,36,42,35
1,3,1,2,15,1,2,2,60,2,1,2,,SE,43,44,49
3,1,2,1,33,1,7,1,60,2,2,4,Business,US,29,33,30
3,1,2,2,17,1,10,5,70,2,1,4,medical,MY,30,31,37
2,2,2,2,19,2,10,5,70,2,1,3,,MY,30,23,23
3,3,2,2,20,1,10,5,10,2,1,6,History,MY,38,30,35
4,3,1,2,52,1,2,5,10,2,2,2,,BN,36,29,29
3,2,2,1,18,1,10,1,10,2,1,5,Finance,MY,43,45,49
2,1,1,1,19,1,2,1,60,2,1,1,,US,42,43,39
3,2,2,2,18,1,10,4,10,2,1,2,Accounting,MY,21,20,25
2,2,2,1,58,1,1,1,60,2,2,3,,NZ,20,22,19
3,2,1,2,19,1,1,1,60,2,1,2,physics,FR,17,17,19
3,3,2,2,22,1,12,5,70,2,1,5,,MY,44,48,47
3,3,2,2,21,1,10,1,10,2,1,6,Social science ,MY,42,35,43
4,2,2,2,26,1,10,1,10,2,1,4,Architecture,MY,27,31,28
3,2,2,1,20,1,10,5,10,2,1,6,psychology,MY,50,46,47
3,3,2,2,21,1,8,4,10,2,1,3,Civil engineering,MY,52,47,49
3,2,3,1,20,1,12,4,60,2,1,3,Public health,US,41,37,40
3,3,2,2,20,1,10,4,10,2,1,0,Medical Sciences,MY,37,40,39
3,1,2,2,21,1,10,1,10,2,1,4,Education,MY,25,19,22
1,1,2,2,16,1,12,2,60,2,1,2,,MX,41,40,35
1,3,1,1,16,1,0,1,60,2,1,2,,US,34,31,32
3,3,2,2,18,1,10,1,70,2,1,5,interior design,MY,44,43,42
4,3,2,2,28,1,10,1,10,2,2,2,Medicine,IN,47,46,51
4,3,2,2,25,1,10,1,70,2,1,4,English,MY,20,17,27
2,3,1,2,28,1,2,1,60,1,1,3,,DE,15,15,15
3,3,1,2,23,2,10,1,10,1,1,4,Science,MY,33,27,25
1,2,2,2,16,2,10,1,10,2,1,3,,MY,42,43,51
4,2,2,2,29,1,10,1,10,1,2,4,Early Childhood Education ,MY,50,42,53
2,1,2,2,24,2,2,1,60,2,1,3,,SE,42,43,47
3,3,2,2,20,1,10,1,10,2,1,4,Dentistry,MY,32,26,23
2,3,1,1,17,1,10,2,70,2,1,2,,US,30,26,33
3,1,2,2,27,1,10,1,10,1,1,4,Economics,MY,37,34,42
3,2,2,1,28,1,4,1,60,2,1,2,Child and Family Studies,US,36,29,31
3,1,2,2,20,1,10,5,10,2,1,6,Pyschology,MY,50,43,46
3,2,2,2,22,1,10,1,10,2,1,4,actuarial science,MY,32,33,38
4,3,1,2,25,2,10,3,70,1,1,5,Finance,MY,39,36,37
3,2,2,2,30,1,10,1,70,2,2,4,Media,NZ,36,39,40
3,3,1,2,21,1,10,5,10,2,1,2,Aircraft engineering,MY,26,17,16
2,2,1,1,53,3,12,1,60,2,3,4,,US,51,47,51
4,3,2,2,28,1,10,1,10,1,2,9,Mathematics,MY,22,22,19
4,3,1,2,31,1,12,1,70,1,2,5,Cost engineering,MY,48,35,43
3,2,2,1,20,2,6,1,60,1,1,2,nursing,US,31,31,28
2,1,2,1,43,1,0,1,60,2,1,2,,US,43,46,41
3,3,1,1,13,1,7,5,70,2,1,2,English,MY,52,53,51
3,2,1,2,21,1,10,1,10,2,1,2,Computer science,MY,45,42,43
3,3,2,1,14,1,12,5,30,2,1,4,English,US,46,41,48
4,2,2,1,35,1,2,1,60,2,2,2,Psychology,GB,40,36,39
2,2,2,2,20,2,10,5,70,2,1,5,,MY,49,42,41
3,2,2,2,24,1,10,1,10,1,1,4,Science,MY,39,30,36
2,3,2,1,18,1,12,2,70,2,1,2,,US,36,36,36
3,4,2,2,46,1,7,1,70,2,2,1,Business,US,35,32,37
3,3,1,1,29,1,12,1,70,2,1,2,audio engineerinh,US,35,28,35
4,2,2,2,33,1,4,1,70,2,2,3,Administration ,MY,29,24,22
3,3,2,2,24,1,10,1,10,2,2,5,English,MY,44,39,47
3,3,2,2,21,1,10,5,10,2,1,6,Medicine,MY,19,17,17
4,1,1,2,56,1,10,1,10,1,2,8,English as a second language,MY,15,15,16
2,3,2,2,22,1,1,1,60,2,1,2,,CZ,55,54,55
3,2,2,2,18,1,12,2,10,2,1,3,Education,PH,35,35,35
2,1,2,2,20,1,10,5,10,2,1,2,,MY,53,52,53
2,3,2,2,16,1,6,1,10,2,1,1,,ID,41,36,35
3,3,2,1,18,1,10,3,10,2,1,3,Psychology,MY,28,26,27
3,2,2,2,21,1,10,1,10,2,1,4,Statistics,MY,18,17,20
3,3,2,2,20,1,10,4,10,2,1,4,Law,MY,18,16,18
3,3,2,2,18,1,10,4,10,2,1,3,Architecture ,MY,40,42,43
3,3,1,2,18,1,4,5,10,2,1,2,Computer engineering,PH,30,33,32
4,3,1,2,34,1,8,1,60,1,1,2,,US,35,31,36
2,3,2,2,25,2,10,1,10,1,1,4,,MY,42,39,38
3,3,1,2,18,1,10,3,10,2,1,9,accounts,MY,55,53,54
3,2,2,2,22,1,10,5,10,2,1,4,architecture,MY,26,28,28
4,3,2,2,24,1,10,5,10,2,1,3,Business ,MY,39,40,41
3,1,1,2,22,1,10,5,10,2,1,8,Medical ,MY,25,34,34
1,2,1,1,15,1,2,1,60,2,1,2,,US,31,28,40
3,4,2,2,19,1,10,4,10,2,1,2,culinary,MY,48,47,48
3,1,1,1,28,1,2,1,60,1,1,0,,US,40,44,44
3,3,2,2,19,1,10,1,10,2,1,4,Chemical Engineering ,MY,32,32,44
3,1,2,2,19,1,1,1,60,2,1,4,Psychology,XK,37,32,36
2,3,2,1,16,1,3,1,10,2,1,2,,SG,35,31,32
3,1,2,2,25,1,10,1,10,1,1,4,IT,MY,25,27,31
3,2,2,2,20,1,10,1,10,2,1,2,Architecture,ID,50,52,49
4,2,2,2,23,2,10,1,10,1,1,3,Counselling,MY,27,31,32
4,3,1,2,30,3,2,1,60,1,1,1,Anthropology,IT,16,14,17
2,3,1,2,23,2,2,1,70,1,1,2,,SV,26,37,36
3,3,2,2,21,1,6,1,10,2,1,4,Teaching,MY,20,18,24
1,3,2,1,22,1,12,5,60,2,1,8,,US,33,36,42
1,3,2,2,15,1,1,1,70,2,1,2,,CL,49,46,48
2,1,2,2,31,1,7,5,10,1,2,5,,MY,21,18,20
3,3,2,2,23,1,10,4,10,1,1,3,Biology,MY,30,27,34
3,3,2,1,28,1,1,1,60,2,1,1,Astrophysics,GB,29,24,23
4,2,2,2,33,1,10,1,10,1,1,6,Computer,AU,16,14,17
3,3,2,2,19,1,4,1,10,2,1,6,psychology,MY,25,22,27
3,3,2,1,24,2,10,1,10,1,1,7,Art design,MY,41,30,40
3,2,2,2,24,1,10,1,10,1,1,9,Applied physics ,MY,37,40,47
3,3,2,2,18,1,10,1,10,2,1,4,Radiology,MY,25,20,27
3,2,2,2,19,1,10,2,10,2,1,4,Art and design,MY,31,32,36
3,3,1,2,25,1,10,5,70,1,1,3,Engineering,MY,34,36,36
2,3,2,1,28,1,12,2,60,1,1,1,,US,38,35,38
2,3,1,1,22,1,2,1,60,2,1,2,,US,37,33,33
3,3,1,2,30,1,3,3,10,2,1,2,TV Production,GB,16,20,18
4,2,2,1,26,1,10,1,10,1,2,3,Quantity Surveying,MY,30,37,38
2,2,1,2,17,1,10,1,10,2,1,0,,MY,43,38,43
1,3,2,2,14,2,5,1,60,2,1,2,,RS,35,35,30
2,3,2,2,18,1,10,5,10,2,1,3,,MY,48,49,48
2,1,2,1,19,2,1,3,70,2,1,5,,US,49,46,45
2,1,2,2,18,1,10,5,70,2,1,4,,MY,21,25,18
3,1,2,1,45,1,12,1,60,1,2,1,Accounting,US,39,30,36
1,3,2,2,16,2,10,5,10,2,1,4,,MY,41,37,37
4,3,2,2,27,1,10,1,70,1,1,6,physics,MY,42,36,35
3,3,2,2,31,1,10,1,70,2,2,6,Creative art,MY,37,26,39
3,3,2,2,32,1,4,1,10,2,2,3,Pharmacy,MY,20,16,20
4,3,2,2,24,1,10,1,10,1,1,5,Chemistry,MY,37,33,38
1,3,2,2,16,2,10,1,10,2,1,4,,MY,33,31,31
3,2,1,1,22,1,6,1,10,2,1,4,Nursing,MY,44,39,42
3,3,2,1,18,1,2,1,60,2,1,3,Criminal Justice,US,34,24,29
3,3,1,2,49,1,3,1,60,1,2,2,psychology,US,21,19,24
3,1,2,2,19,1,10,1,10,2,1,7,Accountancy,MY,46,48,49
3,3,2,2,18,1,10,2,10,2,1,5,None,BN,47,55,54
3,2,2,2,32,1,10,5,10,1,1,3,English,MY,26,32,29
3,2,2,1,19,1,12,1,60,2,1,2,Biology,US,36,35,38
3,2,2,1,20,1,2,2,60,1,1,2,journalism,US,26,23,18
2,4,1,2,15,3,10,5,10,2,1,6,,MY,36,34,25
3,1,2,2,24,1,10,1,10,1,1,8,Estate management ,MY,39,39,43
4,3,2,2,26,1,10,1,70,2,2,2,biology,MY,28,31,34
4,1,1,1,36,1,6,1,60,1,2,2,History,US,40,41,44
4,3,2,2,24,1,12,5,10,1,1,5,Communication and media,MY,40,40,44
3,3,2,2,34,2,11,1,10,1,2,3,English,MY,19,19,17
3,2,2,2,23,1,10,1,10,2,1,2,Biology,MY,49,52,52
4,3,2,1,58,1,1,1,60,0,2,3,psychology,US,21,20,18
2,3,2,2,15,1,10,2,20,2,1,2,,LB,51,41,42
4,2,2,2,24,1,10,1,10,1,1,7,Nursing,MY,17,16,15
3,3,2,2,25,1,10,1,10,2,1,4,Linguistic ,MY,44,43,45
2,3,1,1,42,1,7,1,60,1,2,3,,US,28,25,28
3,1,2,2,23,1,10,1,10,2,1,7,Computing Technology,MY,34,30,32
2,2,2,1,28,1,4,1,60,2,1,7,,US,37,38,41
3,3,2,2,22,1,10,1,10,2,1,3,Accounting,GB,24,22,22
1,2,2,1,17,1,7,1,70,2,1,2,,US,35,33,28
3,2,2,2,21,1,10,4,10,2,1,3,Retailing Management,MY,29,30,29
2,2,1,1,20,1,2,2,60,2,1,2,,CA,20,16,20
2,3,2,1,18,1,10,4,10,2,1,4,,MY,17,16,15
3,1,1,2,34,1,10,2,10,2,1,6,Engineering,MY,54,50,47
3,1,2,2,25,1,10,1,70,2,1,3,Chemical engineering ,MY,48,52,51
2,2,3,2,16,3,12,4,70,2,1,1,,ES,56,56,56
3,2,2,1,26,1,12,5,60,2,1,2,Psychology,GB,21,18,22
2,1,3,1,18,2,2,4,60,2,1,3,,US,38,35,41
3,3,2,1,20,1,10,1,10,2,1,2,Communication Studies,MY,55,45,53
3,3,2,2,20,1,10,5,10,2,1,1,Early childhood education,MY,44,43,45
3,3,2,2,13,1,10,5,10,2,1,4,psyhcology,MY,30,31,29
2,3,1,1,19,1,8,1,10,1,1,1,,NONE,43,39,44
2,1,2,2,21,1,10,5,10,2,1,3,,MY,32,25,35
3,3,1,2,27,1,10,1,10,1,2,2,Communcations,MY,38,29,23
1,3,2,1,15,1,7,1,30,2,1,3,,US,37,34,25
2,2,1,2,18,1,10,1,10,2,1,1,,BN,40,36,45
4,3,2,2,29,1,2,1,60,2,1,2,art history,GR,31,38,37
3,2,1,1,20,1,1,1,60,1,1,2,psychology,US,31,30,29
2,2,2,2,27,1,10,5,10,0,1,8,,MY,50,48,51
3,3,2,2,20,1,10,2,10,2,1,3,Account,MY,39,34,31
3,1,2,2,29,1,10,1,70,1,2,5,Biology,MY,39,28,39
3,2,1,2,23,1,10,1,10,2,1,5,Finance ,MY,39,37,40
3,1,2,1,73,1,1,3,60,1,3,2,Psychology ,US,48,39,44
3,2,1,2,19,1,10,1,10,2,1,3,Science Computer,MY,17,17,17
2,3,2,2,17,1,10,5,10,2,1,4,,MY,24,23,24
3,1,2,2,24,1,10,1,10,2,1,6,Investment ,MY,34,30,39
3,2,2,2,27,1,10,1,10,2,1,5,Accountancy,MY,43,46,43
3,2,1,2,24,1,10,1,10,2,1,5,Architecture,MY,33,29,39
4,2,2,2,25,1,10,5,10,1,1,7,multimedia,MY,35,32,32
3,3,2,2,14,1,10,1,70,2,1,4,psychology or accounting,MY,39,35,36
3,1,2,2,23,1,10,1,10,2,1,5,Engineering,MY,23,23,25
3,3,2,1,21,1,10,5,70,2,1,4,Electrical engineering,MY,31,39,33
4,3,1,2,26,1,1,1,60,2,1,3,Marketing,CH,33,32,30
3,3,2,2,20,1,1,3,60,1,1,1,Creative Writing & Film,FR,35,32,36
3,3,2,1,34,1,12,1,60,1,2,2,Financial ,US,36,33,35
3,1,2,2,21,2,10,1,10,2,1,4,Tourism,MY,34,34,37
2,2,1,1,17,1,7,1,60,2,1,5,,US,27,28,29
3,2,1,2,23,1,10,3,10,2,1,4,Law,MY,28,23,28
3,2,2,2,18,1,10,1,10,2,1,4,architecture,MY,14,16,16
3,3,2,1,48,1,10,4,10,1,2,5,Architecture,MY,16,15,14
4,2,2,2,25,1,10,2,10,1,1,5,Medic,MY,42,39,40
3,1,2,2,21,1,10,4,70,2,1,5,Accounting,MY,20,21,25
3,1,2,2,18,1,10,1,10,2,1,4,Pharmacy,NZ,36,35,31
2,3,1,1,15,1,7,3,70,2,1,4,,CA,53,50,40
4,3,2,2,23,1,10,5,10,1,1,3,Linguistics,MY,47,42,48
4,1,2,2,55,1,8,1,10,1,2,7,agriculture,MY,15,15,14
3,3,2,2,27,1,10,1,10,1,2,4,English,MY,25,20,25
3,1,1,2,24,1,10,1,10,1,2,5,Instrument engineering ,MY,37,37,38
3,3,2,1,24,1,10,5,60,2,1,6,Mutimedia,MY,22,26,22
4,3,2,2,23,1,10,5,10,2,1,4,Science,MY,28,29,32
3,3,2,2,21,1,10,5,70,2,1,5,Multimedia,MY,27,25,30
3,3,2,1,22,2,10,1,10,2,1,9,Accounting,MY,44,37,47
4,1,1,2,30,2,10,1,10,2,2,4,Chemical Engineering,MY,35,35,33
3,1,2,2,23,1,10,1,10,1,1,7,civil engineering ,MY,46,44,48
3,3,2,1,22,1,7,1,70,1,1,3,Social Work,US,31,29,32
3,2,2,2,21,1,3,1,10,2,1,3,animation,ID,45,40,44
3,1,2,1,18,1,10,1,10,2,1,2,Computer science,MY,20,17,15
4,3,2,2,29,1,7,1,60,2,1,2,Psychology,RO,15,17,19
3,2,2,2,24,1,10,1,70,2,1,4,manufacturing engineering,MY,42,42,46
4,2,1,2,61,1,2,1,60,2,2,2,physics,FR,23,22,23
1,3,2,1,13,1,2,2,60,2,1,4,,US,54,53,56
2,2,1,2,27,1,2,1,60,1,1,3,,DE,33,25,35
3,3,2,2,18,2,10,1,10,2,1,5,Pure science,MY,21,22,21
2,2,1,1,59,1,6,1,60,1,3,3,,AU,40,41,45
3,3,1,2,23,1,12,1,10,1,1,4,Mechanical engineering,GR,21,21,23
3,1,2,2,20,1,10,1,10,2,1,4,Business,MY,16,15,19
4,3,2,2,23,1,10,1,10,2,1,8,Human Resource Development,MY,41,40,46
3,3,2,2,17,1,4,5,10,2,1,2,Psychology,PH,56,56,56
3,2,2,2,25,1,10,1,10,2,2,5,English ,MY,35,35,37
3,3,2,1,20,1,4,5,10,2,1,2,Information technology,PH,36,34,41
3,2,2,1,31,1,1,1,60,1,2,3,Microbiology,CA,34,26,33
3,1,2,2,19,1,10,2,70,2,1,9,Civil engineering ,MY,47,42,44
3,3,2,2,37,1,6,3,10,2,1,4,Hotel Management,MY,25,26,27
4,1,1,1,62,1,2,1,60,1,2,3,physics,NZ,21,25,26
4,3,1,2,26,1,12,1,60,1,1,1,music,RU,20,19,22
4,2,2,2,27,1,10,1,10,1,1,4,IT,MY,44,42,43
4,2,1,2,26,1,10,1,10,1,1,8,Computer Science,MY,38,40,42
3,1,2,2,23,1,10,5,10,2,1,3,,MY,30,29,34
3,2,2,2,20,1,10,1,10,2,1,4,Biomedical Science,MY,29,24,27
1,2,2,1,60,1,4,1,60,1,2,3,,US,27,25,29
1,3,1,2,15,1,2,5,60,2,1,2,,HU,38,30,38
2,1,2,2,16,3,10,1,10,2,1,8,,MY,46,42,44
3,1,2,2,20,1,10,1,70,2,1,3,Chemistry,MY,42,39,40
1,3,3,1,15,1,0,5,60,2,1,5,,US,49,44,50
2,2,2,1,19,1,4,1,70,2,1,4,,US,49,41,44
4,1,2,2,26,3,10,1,10,1,1,8,Mechanical Engineering,MY,21,23,28
3,2,2,2,20,1,10,1,10,2,1,6,Accounting ,MY,31,26,32
3,1,1,2,24,1,10,1,10,1,1,5,History,SG,49,43,51
3,3,2,2,16,1,10,3,70,2,1,5,nedical,MY,26,23,22
2,2,2,1,18,1,2,1,70,2,1,2,,US,35,27,33
3,1,2,2,35,1,12,1,60,1,3,1,Law,BE,33,30,28
3,3,2,2,21,1,10,5,70,2,1,4,Architecture ,MY,40,37,41
3,1,1,2,24,1,10,1,10,2,1,2,History,MY,39,35,37
3,2,1,2,22,1,10,1,10,1,1,4,Networking engineering ,MY,25,21,21
2,3,2,2,18,1,1,2,60,2,1,2,,IT,27,20,26
3,1,2,2,21,1,10,5,10,2,1,0,Accounting,MY,31,35,30
3,3,2,2,19,1,4,1,10,2,1,1,Education,PH,52,54,51
3,3,2,1,22,1,10,1,70,2,1,4,Arts,MY,38,41,41
4,1,1,1,41,1,4,1,60,2,1,4,science,NONE,25,25,28
1,2,2,1,16,1,7,1,60,2,1,2,,US,39,36,40
3,2,2,2,20,1,10,5,10,2,1,2,English,MY,42,33,44
1,2,2,1,14,1,2,1,60,2,1,2,,AU,38,38,41
3,3,2,2,21,1,10,1,10,2,1,5,Animation,MY,43,37,40
2,2,2,1,23,2,1,2,60,2,1,2,,AU,28,28,24
3,3,2,1,21,1,10,1,10,2,1,4,science administrative,MY,31,26,27
2,3,2,2,18,1,10,5,10,2,1,3,,MY,32,29,28
3,3,2,2,33,1,10,1,10,1,2,5,Childhood Education,MY,47,44,47
2,2,2,2,16,2,10,1,10,2,1,3,,MY,17,19,17
4,1,2,1,36,2,2,5,60,1,2,3,Accounting ,US,22,22,23
3,3,1,2,25,1,10,1,10,2,3,3,Administr,MY,39,42,42
3,3,2,2,14,1,10,2,10,2,1,2,Art,ID,36,31,38
2,2,2,1,17,1,0,2,60,2,1,2,,GB,44,42,49
3,1,2,2,21,2,10,5,10,2,1,2,Science mathematics,MY,25,21,24
4,3,2,1,51,3,4,1,60,1,1,3,biology,US,33,30,32
4,3,1,2,46,1,6,1,60,1,3,2,Economics ,SE,33,28,32
3,2,1,2,24,1,10,2,10,1,1,3,Finance,MY,28,25,27
2,1,1,2,20,1,10,5,10,2,1,3,,MY,19,20,21
3,3,2,2,23,1,10,1,70,1,1,2,Physics,MY,52,51,45
1,3,1,2,18,1,10,1,70,2,1,3,,MY,35,38,37
1,3,2,2,17,1,2,1,60,2,1,2,,DK,21,16,17
3,1,1,1,22,2,10,4,10,2,1,5,Chemical engineering ,MY,19,14,16
3,3,2,2,18,1,4,5,10,2,2,4,farmasi,MY,34,27,36
2,3,2,2,19,1,0,5,60,1,1,2,,IT,33,25,39
4,1,2,2,27,1,10,1,10,1,1,6,Plantation ,MY,21,21,23
2,1,2,1,27,2,2,1,60,1,2,3,,GB,24,20,20
3,3,2,2,21,1,10,2,70,2,1,2,Social scientists ,MY,26,23,23
1,2,2,1,16,2,1,1,30,2,1,2,,US,19,20,23
4,3,2,1,31,1,10,1,70,1,2,2,Environmental science,MY,38,40,39
2,2,1,1,73,1,1,1,60,2,2,2,,AU,41,31,40
3,3,2,2,18,1,10,5,10,2,1,5,nursing,MY,23,23,26
3,1,1,2,18,1,10,1,10,2,1,4,history,MY,26,32,26
3,3,2,2,22,1,10,1,10,2,1,5,Culinary,MY,37,31,36
2,3,2,2,17,1,10,5,10,2,1,5,,MY,48,44,45
3,3,2,2,20,1,10,1,70,2,1,4,Polymer Technology,MY,23,24,24
2,3,1,1,16,1,2,1,60,2,1,2,,GB,24,28,34
2,2,1,2,27,1,1,1,10,1,1,2,,MY,32,34,34
4,2,2,2,26,1,10,1,10,1,1,3,Science ,MY,34,32,34
2,3,2,2,18,1,8,4,10,2,1,4,,MY,46,42,48
3,2,2,2,28,1,10,1,10,1,1,4,English ,MY,47,45,47
2,3,2,2,22,1,10,4,10,2,1,4,,MY,39,29,35
4,3,2,2,29,1,10,1,70,1,1,2,Islamic studies,MY,29,32,29
2,3,2,1,21,1,7,1,60,1,1,2,,CA,21,25,25
3,3,1,2,20,1,10,1,10,2,1,3,Computer sciences,MY,30,33,32
3,2,2,2,20,1,10,1,10,2,1,4,agrotechnology ,MY,25,21,26
1,3,1,2,16,1,2,1,10,2,1,2,,BR,33,39,33
2,3,2,1,19,1,7,4,30,2,1,4,,US,14,17,15
3,3,2,2,25,1,10,5,10,1,1,6,Accounting,MY,26,24,30
3,2,1,2,19,2,10,1,10,2,1,3,Mechatronics,MY,44,44,44
3,1,1,2,27,1,10,2,10,1,1,3,Commerce,US,39,36,41
3,2,2,2,21,1,10,5,70,2,1,3,Accounring,MY,39,34,44
1,2,1,2,17,3,1,2,60,2,1,2,,BR,19,18,19
2,2,2,1,23,1,7,1,60,2,2,4,,US,44,39,38
4,2,2,2,24,1,8,1,10,2,1,2,Electrical Engineering,ID,44,37,44
3,2,1,2,18,2,10,1,70,2,1,4,accounting,MY,28,28,28
2,1,2,2,18,1,10,1,10,2,1,5,,MY,41,44,40
3,3,2,2,24,2,10,1,10,2,1,3,Business Management (Finance),MY,22,26,23
3,2,1,2,21,1,10,4,70,2,1,3,Health Science,MY,42,35,33
3,3,2,1,16,1,10,2,10,2,1,0,Law,MY,50,43,46
3,3,2,2,19,1,10,5,10,2,1,4,History ,MY,38,34,34
3,2,2,2,22,1,10,1,10,2,1,2,Geoscience,MY,23,23,25
3,2,1,2,25,1,10,1,10,1,1,2,Culinary,MY,29,25,27
3,3,1,2,18,1,6,1,10,2,1,2,IT,PH,34,33,37
3,3,3,1,33,1,2,3,60,1,1,1,Marketing,US,27,23,26
2,3,2,1,19,1,2,2,60,2,1,2,,CH,39,31,32
3,2,2,2,15,1,12,1,60,2,1,1,Art,EE,30,32,33
3,3,2,2,19,1,10,1,10,2,1,5,Chem engineering ,MY,45,38,44
3,1,2,2,18,2,10,1,10,2,1,4,English,MY,45,43,42
3,1,2,2,15,1,2,3,60,2,1,1,Art,RO,44,38,46
3,2,2,1,18,1,1,1,70,2,1,3,Chemical Engineering,US,41,32,38
3,1,1,2,18,1,10,1,10,2,1,6,Science,MY,24,19,23
3,2,1,2,22,2,10,1,10,2,1,3,Software engineering,MY,54,53,51
3,1,2,2,19,1,2,2,60,2,1,1,History,CA,43,42,39
1,2,2,1,16,1,12,1,60,2,1,2,,US,34,34,37
3,3,2,2,16,1,10,1,10,2,1,3,Law,NZ,41,38,45
3,3,1,2,14,1,1,1,70,2,1,0,Physics,PR,36,40,41
3,3,1,1,15,1,1,2,60,2,1,1,none ,US,55,54,53
3,3,1,2,24,1,10,1,70,1,1,3,Cinematic Arts,MY,19,15,17
1,2,2,1,13,1,4,1,60,2,1,2,,US,39,42,41
3,1,2,2,22,1,10,1,70,2,1,3, Engineering ,MY,43,42,36
3,2,1,1,27,1,2,1,70,1,2,2,computer science,US,17,16,17
4,1,2,2,35,1,10,5,10,1,2,2,educational,MY,18,20,21
3,1,2,2,15,1,4,1,10,2,1,2,Astronomy ,PH,54,50,56
3,2,1,1,25,1,2,1,60,2,1,2,Communication ,US,32,31,36
3,3,2,1,23,1,10,3,10,2,1,9,english,MY,41,42,38
2,2,2,1,56,1,1,1,60,2,2,2,,ZA,24,23,22
3,2,2,2,18,1,4,1,10,0,3,5,Medicine,MY,52,45,40
2,2,2,1,16,1,2,5,60,2,3,3,,US,23,18,19
3,3,2,2,18,1,3,2,10,2,1,2,language,HK,35,38,40
3,1,2,2,25,1,10,1,10,2,1,4,engineering,MY,27,26,24
3,1,1,2,20,1,10,1,10,2,1,6,Civil engineering,MY,41,41,48
3,3,2,2,19,0,8,1,70,2,1,0,English,NONE,27,21,26
2,1,2,2,15,1,10,1,10,2,1,0,,ID,21,15,19
2,2,2,1,17,1,2,1,60,2,1,2,,US,42,35,40
3,3,1,2,20,1,10,1,70,2,1,5,engineering,ZA,44,38,40
4,3,2,1,27,1,1,1,60,2,1,2,Political Science,US,22,19,25
3,3,1,1,21,1,10,5,10,1,1,3,Busines admin,MY,39,28,27
3,1,2,1,25,1,12,4,60,2,1,2,Librarianship ,AU,32,26,27
3,3,2,2,18,1,10,1,10,2,1,2,Tourism ,MY,45,35,44
2,3,1,1,58,1,6,1,60,2,3,6,,GB,33,41,37
2,3,1,2,21,1,10,1,70,2,1,3,,NONE,47,44,48
3,3,2,2,41,1,10,1,70,1,3,4,IT,MY,51,54,54
3,2,2,2,22,1,10,1,10,2,1,8,civil engineering,MY,25,28,29
1,3,2,2,16,2,2,2,70,2,1,2,,RO,29,24,27
2,1,2,1,15,2,7,1,30,2,1,3,,GB,46,50,48
3,2,2,1,28,2,1,2,60,1,1,3,Social work,GB,25,27,24
4,3,1,2,23,1,10,1,10,1,1,3,Computer Science,MY,17,18,22
2,2,2,2,17,1,10,1,10,2,1,3,,MY,36,35,34
2,2,2,1,18,1,1,2,60,2,1,2,,CA,47,44,52
2,3,2,2,17,1,10,1,70,2,1,3,,MY,46,46,43
2,3,1,2,20,1,2,2,60,2,1,2,,FR,41,37,40
4,3,2,1,38,1,12,1,60,2,1,1,psychology,GB,37,32,39
3,3,3,1,24,1,12,5,70,2,1,1,Humanities,CA,28,30,34
3,2,1,2,25,1,6,5,10,2,1,3,Electrical engineering,MY,27,21,23
4,1,2,2,34,1,10,1,10,1,1,4,Education,MY,23,22,23
4,1,2,1,48,1,12,1,60,1,3,3,Business,US,45,46,47
3,2,1,2,21,2,10,1,10,2,1,4,Engineering,MY,23,21,27
3,3,1,2,22,1,10,1,10,2,1,5,Mechanical engineering,MY,29,31,36
1,3,2,1,15,1,4,2,60,2,1,3,,GB,40,41,42
2,3,2,2,19,1,7,4,70,2,1,2,,VE,39,41,35
4,2,2,2,23,1,10,1,10,1,1,3,Sociology ,MY,41,39,37
3,1,1,2,22,1,4,1,10,2,1,3,,PH,54,52,50
3,1,2,2,19,1,10,1,10,2,1,2,Psychology,ID,22,26,27
3,3,2,2,19,1,10,1,10,0,1,5,accounting,MY,23,25,26
3,3,2,1,19,1,10,3,10,2,1,4,Human resource ,MY,52,53,52
1,3,1,1,14,1,12,1,60,2,1,6,,US,21,18,20
2,1,2,2,31,1,10,5,70,2,2,5,,MY,38,30,34
2,2,3,2,14,1,2,2,60,2,1,2,,CA,48,48,54
